,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
28466,KP-0032,medium_airport,Orang Airport,12.0,AS,KP,KP-09,Hoemun-ri,ZKHM,RGO,,"41.428538, 129.647555"
28527,KP04,small_airport,Bisbee Municipal Airport,4780.0,,US,US-AZ,Bisbee,P04,BSQ,P04,"31.3640003204, -109.883003235"
28529,KP10,small_airport,Polacca Airport,5573.0,,US,US-AZ,Polacca,P10,PXL,P10,"35.7916984558, -110.422996521"
28530,KP13,small_airport,San Carlos Apache Airport,3261.0,,US,US-AZ,Globe,P13,GLB,P13,"33.353099823, -110.666999817"
28531,KP14,small_airport,Holbrook Municipal Airport,5262.0,,US,US-AZ,Holbrook,P14,HBK,P14,"34.940700531, -110.138000488"
28536,KP33,small_airport,Cochise County Airport,4187.0,,US,US-AZ,Willcox,P33,CWX,P33,"32.24539948, -109.8949966"
28538,KPAE,medium_airport,Snohomish County (Paine Field) Airport,606.0,,US,US-WA,Everett,KPAE,PAE,PAE,"47.90629959, -122.2819977"
28539,KPAH,medium_airport,Barkley Regional Airport,410.0,,US,US-KY,Paducah,KPAH,PAH,PAH,"37.06079864501953, -88.7738037109375"
28540,KPAM,large_airport,Tyndall Air Force Base,17.0,,US,US-FL,Panama City,KPAM,PAM,PAM,"30.0695991516, -85.57540130619999"
28541,KPAN,small_airport,Payson Airport,5157.0,,US,US-AZ,Payson,KPAN,PJB,PAN,"34.256801605225, -111.33899688721"
28542,KPAO,small_airport,Palo Alto Airport of Santa Clara County,4.0,,US,US-CA,Palo Alto,KPAO,PAO,PAO,"37.461101532, -122.114997864"
28543,KPB,seaplane_base,Point Baker Seaplane Base,0.0,,US,US-AK,Point Baker,KPB,KPB,KPB,"56.3518981934, -133.623001099"
28544,KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",206.0,,US,US-AR,Pine Bluff,KPBF,PBF,PBF,"34.1731, -91.9356"
28545,KPBG,medium_airport,Plattsburgh International Airport,234.0,,US,US-NY,Plattsburgh,KPBG,PBG,PBG,"44.650901794433594, -73.46810150146484"
28547,KPBI,large_airport,Palm Beach International Airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,PBI,"26.68320083618164, -80.09559631347656"
28548,KPBX,small_airport,Pike County-Hatcher Field,1473.0,,US,US-KY,Pikeville,KPBX,PVL,PBX,"37.5617981, -82.56639862"
28554,KPDC,small_airport,Prairie Du Chien Municipal Airport,661.0,,US,US-WI,Prairie Du Chien,KPDC,PCD,PDC,"43.019298553467, -91.12370300293"
28555,KPDK,medium_airport,DeKalb Peachtree Airport,1003.0,,US,US-GA,Atlanta,KPDK,PDK,PDK,"33.8755989075, -84.3020019531"
28556,KPDT,medium_airport,Eastern Oregon Regional At Pendleton Airport,1497.0,,US,US-OR,Pendleton,KPDT,PDT,PDT,"45.695098877, -118.841003418"
28557,KPDX,large_airport,Portland International Airport,31.0,,US,US-OR,Portland,KPDX,PDX,PDX,"45.58869934, -122.5979996"
28558,KPE,small_airport,Yapsiei Airport,600.0,OC,PG,PG-SAN,,AYYP,KPE,YAP,"-4.6280555555600005, 141.094166667"
28561,KPEQ,small_airport,Pecos Municipal Airport,2613.0,,US,US-TX,Pecos,KPEQ,PEQ,PEQ,"31.382400512695, -103.51100158691"
28565,KPGA,medium_airport,Page Municipal Airport,4316.0,,US,US-AZ,Page,KPGA,PGA,PGA,"36.92610168, -111.447998"
28566,KPGD,small_airport,Charlotte County Airport,26.0,,US,US-FL,Punta Gorda,KPGD,PGD,PGD,"26.92020035, -81.9905014"
28567,KPGR,small_airport,Kirk Field,290.0,,US,US-AR,Paragould,KPGR,PGR,PGR,"36.06290054, -90.50779724"
28568,KPGV,medium_airport,Pitt Greenville Airport,26.0,,US,US-NC,Greenville,KPGV,PGV,PGV,"35.6352005, -77.38529968"
28570,KPHD,small_airport,Harry Clever Field,894.0,,US,US-OH,New Philadelphia,KPHD,PHD,PHD,"40.470901489258, -81.419700622559"
28571,KPHF,large_airport,Newport News Williamsburg International Airport,42.0,,US,US-VA,Newport News,KPHF,PHF,PHF,"37.13190079, -76.49299622"
28573,KPHH,small_airport,Robert F Swinnie Airport,26.0,,US,US-SC,Andrews,KPHH,ADR,PHH,"33.4516983032, -79.5261993408"
28574,KPHK,small_airport,Palm Beach County Glades Airport,16.0,,US,US-FL,Pahokee,KPHK,PHK,PHK,"26.78499985, -80.69339752"
28575,KPHL,large_airport,Philadelphia International Airport,36.0,,US,US-PA,Philadelphia,KPHL,PHL,PHL,"39.87189865112305, -75.24109649658203"
28576,KPHN,small_airport,St Clair County International Airport,650.0,,US,US-MI,Port Huron,KPHN,PHN,PHN,"42.9109993, -82.52890015"
28577,KPHP,small_airport,Philip Airport,2207.0,,US,US-SD,Philip,KPHP,PHP,PHP,"44.048599243164, -101.59899902344"
28578,KPHT,small_airport,Henry County Airport,580.0,,US,US-TN,Paris,KPHT,PHT,PHT,"36.338199615499995, -88.38289642330001"
28579,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,PHX,"33.43429946899414, -112.01200103759766"
28580,KPIA,large_airport,General Wayne A. Downing Peoria International Airport,660.0,,US,US-IL,Peoria,KPIA,PIA,PIA,"40.664199829100006, -89.6932983398"
28581,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,298.0,,US,US-MS,Hattiesburg/Laurel,KPIB,PIB,PIB,"31.467100143432617, -89.33709716796875"
28582,KPIE,medium_airport,St Petersburg Clearwater International Airport,11.0,,US,US-FL,St Petersburg-Clearwater,KPIE,PIE,PIE,"27.91020012, -82.68740082"
28583,KPIH,medium_airport,Pocatello Regional Airport,4452.0,,US,US-ID,Pocatello,KPIH,PIH,PIH,"42.9098014831543, -112.59600067138672"
28585,KPIM,small_airport,Harris County Airport,902.0,,US,US-GA,Pine Mountain,KPIM,PIM,PIM,"32.8406982422, -84.8824005127"
28586,KPIR,medium_airport,Pierre Regional Airport,1744.0,,US,US-SD,Pierre,KPIR,PIR,PIR,"44.38270187, -100.2860031"
28587,KPIT,large_airport,Pittsburgh International Airport,1203.0,,US,US-PA,Pittsburgh,KPIT,PIT,PIT,"40.49150085, -80.23290253"
28590,KPKB,medium_airport,Mid Ohio Valley Regional Airport,858.0,,US,US-WV,Parkersburg,KPKB,PKB,PKB,"39.34510040283203, -81.43920135498047"
28591,KPKD,small_airport,Park Rapids Municipal Konshok Field,1445.0,,US,US-MN,Park Rapids,KPKD,PKD,PKD,"46.9006, -95.073095"
28592,KPKF,small_airport,Park Falls Municipal Airport,1500.0,,US,US-WI,Park Falls,KPKF,PKF,PKF,"45.955001831055, -90.42440032959"
28594,KPL,small_airport,Kapal Airport,170.0,OC,PG,PG-WPD,Kapal,,KPL,KPL,"-8.630184, 142.823756"
28595,KPLB,closed,Clinton County Airport,371.0,,US,US-NY,Plattsburgh,KPLB,PLB,PLB,"44.6875, -73.52449798583984"
28597,KPLK,small_airport,M. Graham Clark Downtown Airport,940.0,,US,US-MO,Branson / Hollister,KPLK,PLK,PLK,"36.62590027, -93.22889709"
28598,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,721.0,,US,US-MI,Pellston,KPLN,PLN,PLN,"45.57089996, -84.79669952"
28599,KPLR,small_airport,St Clair County Airport,485.0,,US,US-AL,Pell City,KPLR,PLR,PLR,"33.558799743652, -86.249099731445"
28601,KPMB,small_airport,Pembina Municipal Airport,795.0,,US,US-ND,Pembina,KPMB,PMB,PMB,"48.9425010681, -97.2407989502"
28602,KPMD,medium_airport,Palmdale Regional/USAF Plant 42 Airport,2543.0,,US,US-CA,Palmdale,KPMD,PMD,PMD,"34.62939835, -118.0849991"
28603,KPMH,small_airport,Greater Portsmouth Regional Airport,663.0,,US,US-OH,Portsmouth,KPMH,PMH,PMH,"38.8404998779, -82.84729766850002"
28604,KPMP,small_airport,Pompano Beach Airpark,19.0,,US,US-FL,Pompano Beach,KPMP,PPM,PMP,"26.247100830078, -80.111099243164"
28608,KPNA,medium_airport,Ralph Wenz Field,7102.0,,US,US-WY,Pinedale,KPNA,PWY,PNA,"42.79550171, -109.8069992"
28609,KPNC,medium_airport,Ponca City Regional Airport,1008.0,,US,US-OK,Ponca City,KPNC,PNC,PNC,"36.73199844, -97.09980011"
28610,KPNE,medium_airport,Northeast Philadelphia Airport,120.0,,US,US-PA,Philadelphia,KPNE,PNE,PNE,"40.081902, -75.010597"
28612,KPNN,small_airport,Princeton Municipal Airport,266.0,,US,US-ME,Princeton,KPNN,PNN,PNN,"45.200698852539, -67.564399719238"
28613,KPNS,medium_airport,Pensacola Regional Airport,121.0,,US,US-FL,Pensacola,KPNS,PNS,PNS,"30.473400115967, -87.186599731445"
28615,KPOB,medium_airport,Pope Field,217.0,,US,US-NC,Fayetteville,KPOB,POB,POB,"35.1708984375, -79.014503479004"
28616,KPOC,small_airport,Brackett Field,1011.0,,US,US-CA,La Verne,KPOC,POC,POC,"34.091598510742, -117.78199768066"
28617,KPOE,medium_airport,Polk Army Air Field,330.0,,US,US-LA,Fort Polk,KPOE,POE,POE,"31.0447998, -93.1917038"
28618,KPOF,small_airport,Poplar Bluff Municipal Airport,331.0,,US,US-MO,Poplar Bluff,KPOF,POF,POF,"36.773899078369, -90.324897766113"
28620,KPOU,medium_airport,Dutchess County Airport,165.0,,US,US-NY,Poughkeepsie,KPOU,POU,POU,"41.6265983581543, -73.88420104980469"
28622,KPOY,small_airport,Powell Municipal Airport,5092.0,,US,US-WY,Powell,KPOY,POY,POY,"44.867198944092, -108.79299926758"
28623,KPPA,small_airport,Perry Lefors Field,3245.0,,US,US-TX,Pampa,KPPA,PPA,PPA,"35.612998962402, -100.99600219727"
28624,KPPF,small_airport,Tri-City Airport,900.0,,US,US-KS,Parsons,KPPF,PPF,PPF,"37.32989883, -95.5062027"
28625,KPPO,small_airport,La Porte Municipal Airport,812.0,,US,US-IN,La Porte,KPPO,LPO,PPO,"41.5724983215, -86.73449707030001"
28627,KPQI,medium_airport,Northern Maine Regional Airport at Presque Isle,534.0,,US,US-ME,Presque Isle,KPQI,PQI,PQI,"46.68899918, -68.0447998"
28628,KPQL,small_airport,Trent Lott International Airport,17.0,,US,US-MS,Pascagoula,KPQL,PGL,PQL,"30.462799072266, -88.529197692871"
28630,KPR,seaplane_base,Port Williams Seaplane Base,0.0,,US,US-AK,Port Williams,KPR,KPR,KPR,"58.4901008606, -152.582000732"
28631,KPRB,medium_airport,Paso Robles Municipal Airport,840.0,,US,US-CA,Paso Robles,KPRB,PRB,PRB,"35.67290115, -120.6269989"
28632,KPRC,medium_airport,Ernest A. Love Field,5045.0,,US,US-AZ,Prescott,KPRC,PRC,PRC,"34.65449905, -112.4199982"
28635,KPRO,small_airport,Perry Municipal Airport,1013.0,,US,US-IA,Perry,KPRO,PRO,PRO,"41.82799911, -94.15989685"
28637,KPRX,medium_airport,Cox Field,547.0,,US,US-TX,Paris,KPRX,PRX,PRX,"33.636600494385, -95.450798034668"
28640,KPSC,medium_airport,Tri Cities Airport,410.0,,US,US-WA,Pasco,KPSC,PSC,PSC,"46.26470184326172, -119.11900329589844"
28641,KPSF,small_airport,Pittsfield Municipal Airport,1194.0,,US,US-MA,Pittsfield,KPSF,PSF,PSF,"42.4268, -73.2929"
28642,KPSK,small_airport,New River Valley Airport,2105.0,,US,US-VA,Dublin,KPSK,PSK,PSK,"37.137298583984, -80.678497314453"
28643,KPSM,medium_airport,Portsmouth International at Pease Airport,100.0,,US,US-NH,Portsmouth,KPSM,PSM,PSM,"43.0778999329, -70.8233032227"
28644,KPSN,small_airport,Palestine Municipal Airport,423.0,,US,US-TX,Palestine,KPSN,PSN,PSN,"31.779699325562, -95.706298828125"
28645,KPSO,small_airport,Stevens Field,7664.0,,US,US-CO,Pagosa Springs,KPSO,PGO,PSO,"37.28630066, -107.0559998"
28646,KPSP,medium_airport,Palm Springs International Airport,477.0,,US,US-CA,Palm Springs,KPSP,PSP,PSP,"33.8297004699707, -116.50700378417969"
28647,KPSX,small_airport,Palacios Municipal Airport,14.0,,US,US-TX,Palacios,KPSX,PSX,PSX,"28.727500915527, -96.250999450684"
28648,KPTB,small_airport,Dinwiddie County Airport,193.0,,US,US-VA,Petersburg,KPTB,PTB,PTB,"37.183799743652, -77.507400512695"
28651,KPTK,medium_airport,Oakland County International Airport,980.0,,US,US-MI,Pontiac,KPTK,PTK,PTK,"42.665500640869, -83.420097351074"
28652,KPTN,small_airport,Harry P Williams Memorial Airport,9.0,,US,US-LA,Patterson,KPTN,PTN,PTN,"29.709499359131, -91.338996887207"
28654,KPTT,small_airport,Pratt Regional Airport,1953.0,,US,US-KS,Pratt,KPTT,PTT,PTT,"37.70159912, -98.74690247"
28655,KPTV,small_airport,Porterville Municipal Airport,442.0,,US,US-CA,Porterville,KPTV,PTV,PTV,"36.029598236084, -119.06300354004"
28656,KPTW,small_airport,Heritage Field,309.0,,US,US-PA,Pottstown,KPTW,PTW,PTW,"40.239601, -75.556702"
28657,KPUB,small_airport,Pueblo Memorial Airport,4726.0,,US,US-CO,Pueblo,KPUB,PUB,PUB,"38.289100646972656, -104.49700164794922"
28658,KPUC,small_airport,Carbon County Regional/Buck Davis Field,5957.0,,US,US-UT,Price,KPUC,PUC,PUC,"39.61389923, -110.7509995"
28660,KPUW,medium_airport,Pullman Moscow Regional Airport,2556.0,,US,US-WA,Pullman/Moscow,KPUW,PUW,PUW,"46.7439, -117.110001"
28662,KPVC,small_airport,Provincetown Municipal Airport,9.0,,US,US-MA,Provincetown,KPVC,PVC,PVC,"42.0718994141, -70.2213973999"
28663,KPVD,large_airport,Theodore Francis Green State Airport,55.0,,US,US-RI,Providence,KPVD,PVD,PVD,"41.732601, -71.420403"
28665,KPVF,small_airport,Placerville Airport,2585.0,,US,US-CA,Placerville,KPVF,PVF,PVF,"38.724201202393, -120.75299835205"
28668,KPVU,medium_airport,Provo Municipal Airport,4497.0,,US,US-UT,Provo,KPVU,PVU,PVU,"40.219200134277, -111.72299957275"
28669,KPVW,small_airport,Hale County Airport,3374.0,,US,US-TX,Plainview,KPVW,PVW,PVW,"34.168098449707, -101.71700286865"
28670,KPVZ,closed,Casement Airport,699.0,,US,US-OH,Plainesville,KPVZ,PVZ,PVZ,"41.73360061649999, -81.21920013430001"
28671,KPWA,small_airport,Wiley Post Airport,1300.0,,US,US-OK,Oklahoma City,KPWA,PWA,PWA,"35.53419876, -97.64710236"
28673,KPWD,small_airport,Sher-Wood Airport,2250.0,,US,US-MT,Plentywood,KPWD,PWD,PWD,"48.790298461914, -104.53399658203"
28675,KPWK,medium_airport,Chicago Executive Airport,647.0,,US,US-IL,Chicago/Prospect Heights/Wheeling,KPWK,PWK,PWK,"42.114222, -87.901494"
28676,KPWM,large_airport,Portland International Jetport Airport,76.0,,US,US-ME,Portland,KPWM,PWM,PWM,"43.64619827, -70.30930328"
28677,KPWT,medium_airport,Bremerton National Airport,444.0,,US,US-WA,Bremerton,KPWT,PWT,PWT,"47.490200042725, -122.76499938965"
28679,KPY,seaplane_base,Port Bailey Seaplane Base,0.0,,US,US-AK,Port Bailey,KPY,KPY,KPY,"57.930099487300005, -153.041000366"
28681,KPYM,small_airport,Plymouth Municipal Airport,148.0,,US,US-MA,Plymouth,KPYM,PYM,PYM,"41.909, -70.728798"
28686,KQA,seaplane_base,Akutan Seaplane Base,,,US,US-AK,Akutan,KQA,KQA,KQA,"54.1337704415, -165.778895617"
28687,KQL,small_airport,Kol Airport,5350.0,OC,PG,PG-JI,Kol,AYOL,KQL,KOL,"-5.73116666667, 144.846"
28705,KR-0018,heliport,Chuja Port Heliport,,AS,KR,KR-49,"Chuja, Hach’uja-do (Chujado Islands)",,JCJ,,"33.941188, 126.324899"
29740,KRAC,small_airport,John H Batten Airport,674.0,,US,US-WI,Racine,KRAC,RAC,RAC,"42.7606010437, -87.8152008057"
29741,KRAL,medium_airport,Riverside Municipal Airport,819.0,,US,US-CA,Riverside,KRAL,RAL,RAL,"33.95190048, -117.4449997"
29742,KRAP,medium_airport,Rapid City Regional Airport,3204.0,,US,US-SD,Rapid City,KRAP,RAP,RAP,"44.0452995300293, -103.05699920654297"
29745,KRBD,small_airport,Dallas Executive Airport,660.0,,US,US-TX,Dallas,KRBD,RBD,RBD,"32.6809005737, -96.8682022095"
29747,KRBG,small_airport,Roseburg Regional Airport,529.0,,US,US-OR,Roseburg,KRBG,RBG,RBG,"43.238800048799995, -123.356002808"
29748,KRBL,medium_airport,Red Bluff Municipal Airport,352.0,,US,US-CA,Red Bluff,KRBL,RBL,RBL,"40.1506996155, -122.251998901"
29751,KRBW,small_airport,Lowcountry Regional Airport,101.0,,US,US-SC,Walterboro,KRBW,RBW,RBW,"32.921001434299995, -80.6406021118"
29752,KRCA,medium_airport,Ellsworth Air Force Base,3276.0,,US,US-SD,Rapid City,KRCA,RCA,RCA,"44.14500046, -103.1039963"
29753,KRCK,small_airport,H H Coffield Regional Airport,474.0,,US,US-TX,Rockdale,KRCK,RCK,RCK,"30.6315994263, -96.9897003174"
29756,KRCR,small_airport,Fulton County Airport,790.0,,US,US-IN,Rochester,KRCR,RCR,RCR,"41.065601348899996, -86.18170166019999"
29757,KRCT,small_airport,Nartron Field,1055.0,,US,US-MI,Reed City,KRCT,RCT,RCT,"43.9000015259, -85.5167007446"
29760,KRDD,medium_airport,Redding Municipal Airport,505.0,,US,US-CA,Redding,KRDD,RDD,RDD,"40.50899887, -122.2929993"
29761,KRDG,medium_airport,Reading Regional Carl A Spaatz Field,344.0,,US,US-PA,Reading,KRDG,RDG,RDG,"40.378501892089844, -75.96520233154297"
29763,KRDM,medium_airport,Roberts Field,3080.0,,US,US-OR,Redmond,KRDM,RDM,RDM,"44.2541008, -121.1500015"
29764,KRDR,medium_airport,Grand Forks Air Force Base,913.0,,US,US-ND,Grand Forks,KRDR,RDR,RDR,"47.961101532, -97.4011993408"
29765,KRDU,large_airport,Raleigh Durham International Airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,RDU,"35.877601623535156, -78.7874984741211"
29768,KREO,small_airport,Rome State Airport,4053.0,,US,US-OR,Rome,KREO,REO,REO,"42.5777015686, -117.885002136"
29769,KRFD,large_airport,Chicago Rockford International Airport,742.0,,US,US-IL,Chicago/Rockford,KRFD,RFD,RFD,"42.19540023803711, -89.09719848632812"
29773,KRHI,medium_airport,Rhinelander Oneida County Airport,1624.0,,US,US-WI,Rhinelander,KRHI,RHI,RHI,"45.63119888305664, -89.46749877929688"
29775,KRHV,small_airport,Reid-Hillview Airport of Santa Clara County,135.0,,US,US-CA,San Jose,KRHV,RHV,RHV,"37.332901001, -121.819000244"
29776,KRIC,large_airport,Richmond International Airport,167.0,,US,US-VA,Richmond,KRIC,RIC,RIC,"37.50519943237305, -77.3197021484375"
29780,KRIL,medium_airport,Garfield County Regional Airport,5548.0,,US,US-CO,Rifle,KRIL,RIL,RIL,"39.526299, -107.726997"
29783,KRIV,medium_airport,March ARB Airport,1536.0,,US,US-CA,Riverside,KRIV,RIV,RIV,"33.880699, -117.259003"
29784,KRIW,medium_airport,Riverton Regional Airport,5525.0,,US,US-WY,Riverton,KRIW,RIW,RIW,"43.064201355, -108.459999084"
29785,KRJ,small_airport,Karawari Airstrip,70.0,OC,PG,PG-ESW,Amboin,AYQA,KRJ,KRR,"-4.59666666667, 143.5225"
29788,KRKD,small_airport,Knox County Regional Airport,56.0,,US,US-ME,Rockland,KRKD,RKD,RKD,"44.06010056, -69.09919739"
29789,KRKP,small_airport,Aransas County Airport,24.0,,US,US-TX,Rockport,KRKP,RKP,RKP,"28.0867996216, -97.0446014404"
29791,KRKS,medium_airport,Southwest Wyoming Regional Airport,6764.0,,US,US-WY,Rock Springs,KRKS,RKS,RKS,"41.5942, -109.065001"
29792,KRKW,small_airport,Rockwood Municipal Airport,1664.0,,US,US-TN,Rockwood,KRKW,RKW,RKW,"35.9222984314, -84.6896972656"
29794,KRME,medium_airport,Griffiss International Airport,504.0,,US,US-NY,Rome,KRME,RME,RME,"43.23379898, -75.40699768"
29795,KRMG,medium_airport,Richard B Russell Airport,644.0,,US,US-GA,Rome,KRMG,RMG,RMG,"34.3506011963, -85.15799713130001"
29798,KRNC,small_airport,Warren County Memorial Airport,1032.0,,US,US-TN,Mc Minnville,KRNC,RNC,RNC,"35.69869995, -85.84380341"
29799,KRND,large_airport,Randolph Air Force Base,761.0,,US,US-TX,Universal City,KRND,RND,RND,"29.52969933, -98.27890015"
29802,KRNO,large_airport,Reno Tahoe International Airport,4415.0,,US,US-NV,Reno,KRNO,RNO,RNO,"39.49909973144531, -119.76799774169922"
29804,KRNT,small_airport,Renton Municipal Airport,32.0,,US,US-WA,Renton,KRNT,RNT,RNT,"47.4930992126, -122.216003418"
29806,KROA,large_airport,Roanoke–Blacksburg Regional Airport,1175.0,,US,US-VA,Roanoke,KROA,ROA,ROA,"37.3255, -79.975403"
29807,KROC,large_airport,Greater Rochester International Airport,559.0,,US,US-NY,Rochester,KROC,ROC,ROC,"43.118900299072266, -77.67240142822266"
29808,KROG,small_airport,Rogers Municipal Airport-Carter Field,1359.0,,US,US-AR,Rogers,KROG,ROG,ROG,"36.37229919, -94.10690308"
29810,KROW,medium_airport,Roswell International Air Center Airport,3671.0,,US,US-NM,Roswell,KROW,ROW,ROW,"33.30160140991211, -104.53099822998047"
29811,KROX,small_airport,Roseau Municipal Rudy Billberg Field,1060.0,,US,US-MN,Roseau,KROX,ROX,ROX,"48.85599899, -95.6969986"
29813,KRPD,small_airport,hln,1109.0,,US,US-WI,Rice Lake,KRPD,RIE,RPD,"45.41899872, -91.77349854"
29816,KRPX,small_airport,Roundup Airport,3500.0,,US,US-MT,Roundup,KRPX,RPX,RPX,"46.475095, -108.541497"
29817,KRQB,small_airport,Roben Hood Airport,990.0,,US,US-MI,Big Rapids,KRQB,WBR,RQB,"43.7225990295, -85.50409698490002"
29819,KRQO,small_airport,El Reno Regional Airport,1420.0,,US,US-OK,El Reno,KRQO,RQO,RQO,"35.47269821, -98.00579834"
29820,KRRL,small_airport,Merrill Municipal Airport,1318.0,,US,US-WI,Merrill,KRRL,RRL,RRL,"45.1988983154, -89.7128982544"
29822,KRRT,small_airport,Warroad International Memorial Airport,1076.0,,US,US-MN,Warroad,KRRT,RRT,RRT,"48.94139862, -95.3483963"
29823,KRSL,medium_airport,Russell Municipal Airport,1862.0,,US,US-KS,Russell,KRSL,RSL,RSL,"38.872100830078, -98.811798095703"
29824,KRSN,small_airport,Ruston Regional Airport,311.0,,US,US-LA,Ruston,KRSN,RSN,RSN,"32.514400482178, -92.591697692871"
29825,KRST,large_airport,Rochester International Airport,1317.0,,US,US-MN,Rochester,KRST,RST,RST,"43.90829849243164, -92.5"
29827,KRSW,large_airport,Southwest Florida International Airport,30.0,,US,US-FL,Fort Myers,KRSW,RSW,RSW,"26.53619956970215, -81.75520324707031"
29828,KRTN,small_airport,Raton Municipal-Crews Field,6352.0,,US,US-NM,Raton,KRTN,RTN,RTN,"36.74150085, -104.5019989"
29829,KRU,small_airport,Kerau Airport,7360.0,OC,PG,PG-CPM,Gunim,AYEA,KRU,KEU,"-8.271612, 147.071899"
29832,KRUQ,small_airport,Mid-Carolina Regional Airport,772.0,,US,US-NC,Salisbury,KRUQ,SRW,RUQ,"35.645901, -80.520302"
29833,KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,787.0,,US,US-VT,Rutland,KRUT,RUT,RUT,"43.52939987, -72.94960022"
29835,KRVL,small_airport,Mifflin County Airport,819.0,,US,US-PA,Reedsville,KRVL,RED,RVL,"40.6773986816, -77.6268005371"
29837,KRVS,medium_airport,Richard Lloyd Jones Jr Airport,638.0,,US,US-OK,Tulsa,KRVS,RVS,RVS,"36.039600372314, -95.984596252441"
29838,KRWF,medium_airport,Redwood Falls Municipal Airport,1024.0,,US,US-MN,Redwood Falls,KRWF,RWF,RWF,"44.54719925, -95.08229828"
29839,KRWI,medium_airport,Rocky Mount Wilson Regional Airport,159.0,,US,US-NC,Rocky Mount,KRWI,RWI,RWI,"35.856300354003906, -77.89189910888672"
29840,KRWL,medium_airport,Rawlins Municipal Airport/Harvey Field,6813.0,,US,US-WY,Rawlins,KRWL,RWL,RWL,"41.80559921, -107.1999969"
29843,KRXE,small_airport,Rexburg Madison County Airport,4858.0,,US,US-ID,Rexburg,KRXE,RXE,RXE,"43.8339, -111.805002"
29849,KRZL,small_airport,Jasper County Airport,698.0,,US,US-IN,Rensselaer,KRZL,RNZ,RZL,"40.9478988647, -87.1826019287"
29853,KRZZ,closed,Halifax County Airport,256.0,,US,US-NC,Roanoke Rapids,KRZZ,RZZ,RZZ,"36.4394989014, -77.7092971802"
29855,KS03,small_airport,Ashland Municipal Sumner Parker Field,1885.0,,US,US-OR,Ashland,KS03,AHM,S03,"42.190299987799996, -122.661003113"
29856,KS05,small_airport,Bandon State Airport,122.0,,US,US-OR,Bandon,S05,BDY,S05,"43.08649826, -124.4079971"
29862,KS21,small_airport,Sunriver Airport,4164.0,,US,US-OR,Sunriver,S21,SUO,S21,"43.8763008118, -121.45300293"
29868,KS33,small_airport,Madras Municipal Airport,2437.0,,US,US-OR,Madras,KS33,MDJ,S33,"44.67020035, -121.1549988"
